Date,Open*,High,Low,Close**,Volume,Market Cap
"Sep 16, 2020",0.037621,0.044504,0.033123,0.041248,"407,387,371","93,234,551"
"Sep 15, 2020",0.039148,0.039596,0.037370,0.037650,"534,137,258","85,102,381"
"Sep 14, 2020",0.038952,0.040600,0.038001,0.039148,"311,630,016","88,487,512"
"Sep 13, 2020",0.041134,0.042012,0.037659,0.038951,"302,871,960","88,042,775"
"Sep 12, 2020",0.042148,0.042457,0.040341,0.041071,"302,607,161","92,833,213"
"Sep 11, 2020",0.043162,0.043268,0.039744,0.042179,"334,326,426","95,338,089"
"Sep 10, 2020",0.041114,0.044015,0.040817,0.043126,"310,840,873","97,479,253"
"Sep 09, 2020",0.039626,0.042025,0.038293,0.041114,"289,114,596","92,930,751"
"Sep 08, 2020",0.039556,0.041919,0.036870,0.039601,"257,576,223","89,511,687"
"Sep 07, 2020",0.040115,0.040487,0.034667,0.039583,"390,577,005","89,470,294"
"Sep 06, 2020",0.037610,0.041607,0.031621,0.040115,"244,956,492","90,673,348"
"Sep 05, 2020",0.049391,0.050393,0.036420,0.037548,"289,057,659","84,869,688"
"Sep 04, 2020",0.056982,0.056982,0.044166,0.049402,"473,064,545","111,664,946"
"Sep 03, 2020",0.060756,0.072096,0.057100,0.057381,"564,928,831","129,700,256"
"Sep 02, 2020",0.057667,0.062474,0.056306,0.060838,"488,918,865","137,513,565"
"Sep 01, 2020",0.059052,0.059443,0.054993,0.057698,"498,637,940","130,417,321"
"Aug 31, 2020",0.059674,0.062144,0.058081,0.059063,"391,848,520","133,502,450"
"Aug 30, 2020",0.054463,0.064543,0.053996,0.059810,"465,551,847","135,190,358"
"Aug 29, 2020",0.056946,0.058080,0.053768,0.054416,"261,269,248","122,999,005"
"Aug 28, 2020",0.054613,0.058558,0.053652,0.056974,"420,289,460","128,779,271"
"Aug 27, 2020",0.059328,0.059364,0.051294,0.054446,"368,637,901","123,066,785"
"Aug 26, 2020",0.056086,0.060210,0.054179,0.059309,"452,799,906","134,056,807"
"Aug 25, 2020",0.064171,0.064171,0.052776,0.055975,"462,258,104","126,522,315"
"Aug 24, 2020",0.053063,0.064151,0.051459,0.064151,"182,060,264","145,002,924"
"Aug 23, 2020",0.050129,0.056466,0.047140,0.053177,"311,772,316","120,198,001"
"Aug 22, 2020",0.048055,0.051563,0.043509,0.050187,"166,915,600","113,438,032"
"Aug 21, 2020",0.061211,0.064393,0.047412,0.048203,"286,408,704","108,954,905"
"Aug 20, 2020",0.059901,0.062482,0.059131,0.061140,"302,722,363","138,196,862"
"Aug 19, 2020",0.067542,0.067973,0.058820,0.059901,"235,606,941","135,396,438"
"Aug 18, 2020",0.074032,0.074500,0.066534,0.067530,"317,273,937","152,640,136"
"Aug 17, 2020",0.073611,0.079006,0.072056,0.073844,"380,340,534","166,911,695"
