Date,Close**,Close**_binance-coin,Close**_dogecoin,Close**_balancer,Close**_aragon
2013-12-26,761.98,,0.000602,,
2013-12-27,735.07,,0.000522,,
2013-12-28,727.83,,0.000459,,
2013-12-29,745.05,,0.000454,,
2013-12-30,756.13,,0.00041600000000000003,,
2013-12-31,754.01,,0.00042199999999999996,,
2014-01-01,771.4,,0.00044,,
2014-01-02,802.39,,0.00035299999999999996,,
2014-01-03,818.72,,0.000303,,
2014-01-04,859.51,,0.000301,,
2014-01-05,933.53,,0.000271,,
2014-01-06,953.29,,0.00025499999999999996,,
2014-01-07,802.0,,0.000225,,
2014-01-08,842.72,,0.00022799999999999999,,
2014-01-09,846.86,,0.000246,,
2014-01-10,868.48,,0.000373,,
2014-01-11,913.95,,0.000356,,
2014-01-12,863.22,,0.00034500000000000004,,
2014-01-13,841.2,,0.000278,,
2014-01-14,833.27,,0.000342,,
2014-01-15,860.9,,0.000413,,
2014-01-16,835.63,,0.000384,,
2014-01-17,814.64,,0.00041500000000000006,,
2014-01-18,840.0,,0.000588,,
2014-01-19,870.96,,0.000697,,
2014-01-20,870.2,,0.001253,,
2014-01-21,863.91,,0.001814,,
2014-01-22,845.59,,0.001497,,
2014-01-23,822.04,,0.0018,,
2014-01-24,797.07,,0.0017850000000000001,,
2014-01-25,853.61,,0.0018440000000000002,,
2014-01-26,885.28,,0.001594,,
2014-01-27,771.39,,0.001219,,
2014-01-28,812.51,,0.0013570000000000001,,
2014-01-29,826.0,,0.001602,,
2014-01-30,819.03,,0.001523,,
2014-01-31,829.92,,0.00156,,
2014-02-01,832.58,,0.001457,,
2014-02-02,825.37,,0.001279,,
2014-02-03,823.83,,0.001269,,
2014-02-04,827.96,,0.001161,,
2014-02-05,811.91,,0.001302,,
2014-02-06,781.55,,0.001306,,
2014-02-07,712.4,,0.001124,,
2014-02-08,673.92,,0.0010810000000000001,,
2014-02-09,682.9,,0.001291,,
2014-02-10,681.03,,0.0014140000000000001,,
2014-02-11,672.17,,0.001812,,
2014-02-12,651.72,,0.001818,,
2014-02-13,605.24,,0.001572,,
2014-02-14,661.99,,0.001584,,
2014-02-15,650.92,,0.0015220000000000001,,
2014-02-16,616.63,,0.001413,,
2014-02-17,626.27,,0.001343,,
2014-02-18,626.6,,0.001426,,
2014-02-19,623.03,,0.001344,,
2014-02-20,556.14,,0.001212,,
2014-02-21,574.16,,0.001208,,
2014-02-22,605.42,,0.0012779999999999998,,
2014-02-23,605.82,,0.001185,,
2014-02-24,546.32,,0.001075,,
2014-02-25,538.71,,0.000989,,
2014-02-26,582.69,,0.001186,,
2014-02-27,578.77,,0.001159,,
2014-02-28,549.26,,0.0010710000000000001,,
2014-03-01,565.61,,0.001057,,
2014-03-02,559.79,,0.000953,,
2014-03-03,667.76,,0.0011,,
2014-03-04,666.78,,0.001044,,
2014-03-05,665.51,,0.001059,,
2014-03-06,663.86,,0.0010119999999999999,,
2014-03-07,629.15,,0.0009279999999999999,,
2014-03-08,617.45,,0.000833,,
2014-03-09,636.96,,0.0008710000000000001,,
2014-03-10,627.79,,0.000778,,
2014-03-11,634.11,,0.000767,,
2014-03-12,632.1,,0.000906,,
2014-03-13,638.14,,0.000868,,
2014-03-14,628.8,,0.000867,,
2014-03-15,636.12,,0.00084,,
2014-03-16,631.11,,0.000826,,
2014-03-17,622.37,,0.000779,,
2014-03-18,614.83,,0.000767,,
2014-03-19,609.89,,0.000772,,
2014-03-20,588.77,,0.000723,,
2014-03-21,571.49,,0.0006889999999999999,,
2014-03-22,565.04,,0.000686,,
2014-03-23,561.27,,0.0007440000000000001,,
2014-03-24,583.41,,0.000743,,
2014-03-25,583.92,,0.000653,,
2014-03-26,580.83,,0.0006389999999999999,,
2014-03-27,471.24,,0.00046699999999999997,,
2014-03-28,495.67,,0.000519,,
2014-03-29,491.17,,0.000588,,
2014-03-30,460.27,,0.00053,,
2014-03-31,457.0,,0.000505,,
2014-04-01,478.38,,0.000537,,
2014-04-02,437.14,,0.000429,,
2014-04-03,444.72,,0.00044800000000000005,,
2014-04-04,447.53,,0.000446,,
2014-04-05,461.91,,0.00047000000000000004,,
2014-04-06,460.5,,0.00045999999999999996,,
2014-04-07,449.42,,0.000458,,
2014-04-08,453.09,,0.00045099999999999996,,
2014-04-09,442.73,,0.00044100000000000004,,
2014-04-10,365.18,,0.00034700000000000003,,
2014-04-11,420.95,,0.00044,,
2014-04-12,421.12,,0.00042,,
2014-04-13,414.06,,0.000389,,
2014-04-14,458.79,,0.00046100000000000004,,
2014-04-15,515.59,,0.000587,,
2014-04-16,527.4,,0.000708,,
2014-04-17,495.96,,0.000643,,
2014-04-18,479.64,,0.000617,,
2014-04-19,501.57,,0.000646,,
2014-04-20,498.17,,0.000629,,
2014-04-21,495.77,,0.000621,,
2014-04-22,487.92,,0.000588,,
2014-04-23,491.3,,0.00057,,
2014-04-24,500.46,,0.000586,,
2014-04-25,461.45,,0.00047599999999999997,,
2014-04-26,458.6,,0.000472,,
2014-04-27,436.39,,0.00044,,
2014-04-28,440.29,,0.000481,,
2014-04-29,447.21,,0.000495,,
2014-04-30,447.64,,0.0005009999999999999,,
2014-05-01,457.76,,0.000504,,
2014-05-02,449.38,,0.000482,,
2014-05-03,437.76,,0.000462,,
2014-05-04,436.4,,0.000468,,
2014-05-05,433.48,,0.000454,,
2014-05-06,428.96,,0.00045700000000000005,,
2014-05-07,438.82,,0.00047300000000000006,,
2014-05-08,440.17,,0.000471,,
2014-05-09,449.46,,0.0004940000000000001,,
2014-05-10,454.43,,0.000478,,
2014-05-11,438.89,,0.00045599999999999997,,
2014-05-12,441.46,,0.000454,,
2014-05-13,440.67,,0.000449,,
2014-05-14,443.97,,0.00045599999999999997,,
2014-05-15,447.25,,0.000455,,
2014-05-16,448.06,,0.00045099999999999996,,
2014-05-17,448.9,,0.000453,,
2014-05-18,446.26,,0.000449,,
2014-05-19,446.18,,0.00044400000000000006,,
2014-05-20,485.72,,0.000466,,
2014-05-21,491.77,,0.00045599999999999997,,
2014-05-22,524.58,,0.00042199999999999996,,
2014-05-23,520.22,,0.000413,,
2014-05-24,525.14,,0.00042699999999999997,,
2014-05-25,571.59,,0.000425,,
2014-05-26,583.42,,0.00040300000000000004,,
2014-05-27,571.24,,0.000397,,
2014-05-28,577.06,,0.000399,,
2014-05-29,568.18,,0.00039,,
2014-05-30,615.33,,0.00034700000000000003,,
2014-05-31,623.68,,0.000339,,
2014-06-01,630.23,,0.00040300000000000004,,
2014-06-02,660.62,,0.000395,,
2014-06-03,667.6,,0.000386,,
2014-06-04,641.61,,0.000362,,
2014-06-05,659.26,,0.00036,,
2014-06-06,653.7,,0.000362,,
2014-06-07,654.97,,0.000367,,
2014-06-08,656.14,,0.00036,,
2014-06-09,649.16,,0.000362,,
2014-06-10,653.15,,0.00038199999999999996,,
2014-06-11,633.02,,0.00042,,
2014-06-12,586.95,,0.00038199999999999996,,
2014-06-13,600.16,,0.000392,,
2014-06-14,577.36,,0.000376,,
2014-06-15,592.94,,0.00037400000000000004,,
2014-06-16,592.19,,0.000365,,
2014-06-17,610.86,,0.000363,,
2014-06-18,607.96,,0.00035800000000000003,,
2014-06-19,598.07,,0.000359,,
2014-06-20,594.15,,0.00035299999999999996,,
2014-06-21,594.99,,0.00034700000000000003,,
2014-06-22,602.27,,0.000342,,
2014-06-23,593.98,,0.00032599999999999996,,
2014-06-24,582.36,,0.00031099999999999997,,
2014-06-25,566.34,,0.000269,,
2014-06-26,581.14,,0.000296,,
2014-06-27,597.26,,0.000294,,
2014-06-28,596.55,,0.000276,,
2014-06-29,602.72,,0.000271,,
2014-06-30,639.8,,0.000267,,
2014-07-01,640.81,,0.000259,,
2014-07-02,650.88,,0.000223,,
2014-07-03,645.16,,0.00021899999999999998,,
2014-07-04,630.69,,0.000234,,
2014-07-05,631.46,,0.000223,,
2014-07-06,635.81,,0.000226,,
2014-07-07,624.09,,0.000223,,
2014-07-08,624.82,,0.000262,,
2014-07-09,624.51,,0.000275,,
2014-07-10,616.76,,0.000263,,
2014-07-11,632.0,,0.000273,,
2014-07-12,633.71,,0.000273,,
2014-07-13,626.5,,0.00027,,
2014-07-14,619.32,,0.000258,,
2014-07-15,621.59,,0.000254,,
2014-07-16,616.8,,0.000234,,
2014-07-17,623.09,,0.000261,,
2014-07-18,628.78,,0.00024700000000000004,,
2014-07-19,628.52,,0.000245,,
2014-07-20,623.9,,0.00023999999999999998,,
2014-07-21,622.21,,0.00023700000000000001,,
2014-07-22,621.55,,0.00022,,
2014-07-23,619.41,,0.000225,,
2014-07-24,601.73,,0.000217,,
2014-07-25,601.09,,0.000213,,
2014-07-26,595.81,,0.00020800000000000001,,
2014-07-27,593.85,,0.000217,,
2014-07-28,585.69,,0.00020299999999999997,,
2014-07-29,584.72,,0.00020899999999999998,,
2014-07-30,567.29,,0.00020299999999999997,,
2014-07-31,586.23,,0.00020899999999999998,,
2014-08-01,594.92,,0.00021099999999999998,,
2014-08-02,589.33,,0.000207,,
2014-08-03,586.67,,0.00020299999999999997,,
2014-08-04,588.78,,0.00020099999999999998,,
2014-08-05,585.44,,0.00018899999999999999,,
2014-08-06,584.65,,0.000178,,
2014-08-07,588.87,,0.000176,,
2014-08-08,592.58,,0.00016999999999999999,,
2014-08-09,589.37,,0.000167,,
2014-08-10,591.06,,0.00016,,
2014-08-11,576.37,,0.000144,,
2014-08-12,569.64,,0.000149,,
2014-08-13,546.66,,0.00014199999999999998,,
2014-08-14,505.97,,0.000146,,
2014-08-15,497.01,,0.00011999999999999999,,
2014-08-16,519.71,,0.000135,,
2014-08-17,491.8,,0.000126,,
2014-08-18,461.46,,0.00010700000000000001,,
2014-08-19,485.24,,0.00011399999999999999,,
2014-08-20,511.98,,0.00013000000000000002,,
2014-08-21,517.24,,0.000132,,
2014-08-22,514.04,,0.000125,,
2014-08-23,498.08,,0.00011999999999999999,,
2014-08-24,508.29,,0.000126,,
2014-08-25,502.5,,0.000113,,
2014-08-26,511.57,,0.000145,,
2014-08-27,511.15,,0.000139,,
2014-08-28,507.82,,0.000131,,
2014-08-29,508.52,,0.000129,,
2014-08-30,504.25,,0.000135,,
2014-08-31,477.76,,0.000131,,
2014-09-01,474.88,,0.000131,,
2014-09-02,477.43,,0.000132,,
2014-09-03,477.59,,0.00014,,
2014-09-04,489.66,,0.000157,,
2014-09-05,483.34,,0.00016299999999999998,,
2014-09-06,484.83,,0.00021099999999999998,,
2014-09-07,482.28,,0.000188,,
2014-09-08,474.6,,0.000175,,
2014-09-09,475.26,,0.000195,,
2014-09-10,479.36,,0.00018600000000000002,,
2014-09-11,479.75,,0.000204,,
2014-09-12,477.75,,0.000205,,
2014-09-13,479.0,,0.000267,,
2014-09-14,477.89,,0.00034500000000000004,,
2014-09-15,475.37,,0.00032599999999999996,,
2014-09-16,466.06,,0.000294,,
2014-09-17,457.33,,0.000268,,
2014-09-18,424.44,,0.000298,,
2014-09-19,394.8,,0.000277,,
2014-09-20,408.9,,0.000292,,
2014-09-21,398.82,,0.000288,,
2014-09-22,402.15,,0.000298,,
2014-09-23,435.79,,0.00031299999999999996,,
2014-09-24,423.2,,0.000348,,
2014-09-25,411.57,,0.000375,,
2014-09-26,404.42,,0.00045099999999999996,,
2014-09-27,399.52,,0.000375,,
2014-09-28,377.18,,0.000392,,
2014-09-29,375.47,,0.000396,,
2014-09-30,386.94,,0.000399,,
2014-10-01,383.61,,0.000371,,
2014-10-02,375.07,,0.000334,,
2014-10-03,359.51,,0.00032599999999999996,,
2014-10-04,328.87,,0.0003,,
2014-10-05,320.51,,0.000273,,
2014-10-06,330.08,,0.000298,,
2014-10-07,336.19,,0.000297,,
2014-10-08,352.94,,0.000294,,
2014-10-09,365.03,,0.000293,,
2014-10-10,361.56,,0.000271,,
2014-10-11,362.3,,0.000278,,
2014-10-12,378.55,,0.00029,,
2014-10-13,390.41,,0.000285,,
2014-10-14,400.87,,0.000285,,
2014-10-15,394.77,,0.000268,,
2014-10-16,382.56,,0.000258,,
2014-10-17,383.76,,0.00025,,
2014-10-18,391.44,,0.00025699999999999996,,
2014-10-19,389.55,,0.000244,,
2014-10-20,382.85,,0.00023199999999999997,,
2014-10-21,386.48,,0.00022999999999999998,,
2014-10-22,383.16,,0.000256,,
2014-10-23,358.42,,0.000245,,
2014-10-24,358.35,,0.000251,,
2014-10-25,347.27,,0.000246,,
2014-10-26,354.7,,0.00024900000000000004,,
2014-10-27,352.99,,0.000251,,
2014-10-28,357.62,,0.000256,,
2014-10-29,335.59,,0.000242,,
2014-10-30,345.3,,0.00023799999999999998,,
2014-10-31,338.32,,0.000236,,
2014-11-01,325.75,,0.00022799999999999999,,
2014-11-02,325.89,,0.000221,,
2014-11-03,327.55,,0.00021600000000000002,,
2014-11-04,330.49,,0.00021099999999999998,,
2014-11-05,339.49,,0.000218,,
2014-11-06,349.29,,0.000226,,
2014-11-07,342.42,,0.00022,,
2014-11-08,345.49,,0.000218,,
2014-11-09,363.26,,0.00021899999999999998,,
2014-11-10,366.92,,0.00022,,
2014-11-11,367.7,,0.000223,,
2014-11-12,423.56,,0.00024300000000000002,,
2014-11-13,420.73,,0.00025,,
2014-11-14,397.82,,0.000239,,
2014-11-15,376.13,,0.000225,,
2014-11-16,387.88,,0.000225,,
2014-11-17,387.41,,0.00022400000000000002,,
2014-11-18,375.2,,0.00021400000000000002,,
2014-11-19,380.55,,0.000217,,
2014-11-20,357.84,,0.00021,,
2014-11-21,350.85,,0.00020899999999999998,,
2014-11-22,352.92,,0.00021400000000000002,,
2014-11-23,367.57,,0.000251,,
2014-11-24,376.9,,0.000248,,
2014-11-25,375.35,,0.00024300000000000002,,
2014-11-26,368.37,,0.00023199999999999997,,
2014-11-27,369.67,,0.00024300000000000002,,
2014-11-28,376.45,,0.000245,,
2014-11-29,375.49,,0.00024300000000000002,,
2014-11-30,378.05,,0.000242,,
2014-12-01,379.24,,0.000242,,
2014-12-02,381.32,,0.00023999999999999998,,
2014-12-03,375.01,,0.00023700000000000001,,
2014-12-04,369.6,,0.00022999999999999998,,
2014-12-05,376.85,,0.000233,,
2014-12-06,374.79,,0.00022999999999999998,,
2014-12-07,375.1,,0.000229,,
2014-12-08,361.91,,0.000221,,
2014-12-09,352.22,,0.00021,,
2014-12-10,346.36,,0.00020899999999999998,,
2014-12-11,350.51,,0.000206,,
2014-12-12,352.54,,0.000206,,
2014-12-13,347.38,,0.000202,,
2014-12-14,351.63,,0.000196,,
2014-12-15,345.35,,0.000188,,
2014-12-16,327.06,,0.000173,,
2014-12-17,319.78,,0.00017900000000000001,,
2014-12-18,311.4,,0.000177,,
2014-12-19,317.84,,0.000194,,
2014-12-20,329.96,,0.000206,,
2014-12-21,320.84,,0.000193,,
2014-12-22,331.89,,0.000195,,
2014-12-23,334.57,,0.000195,,
2014-12-24,322.53,,0.00018999999999999998,,
2014-12-25,319.01,,0.000185,,
2014-12-26,327.92,,0.00018999999999999998,,
2014-12-27,315.86,,0.000184,,
2014-12-28,317.24,,0.000184,,
2014-12-29,312.67,,0.000182,,
2014-12-30,310.74,,0.00017900000000000001,,
2014-12-31,320.19,,0.00018700000000000002,,
2015-01-01,314.25,,0.000183,,
2015-01-02,315.03,,0.00018600000000000002,,
2015-01-03,281.08,,0.000167,,
2015-01-04,264.2,,0.00015800000000000002,,
2015-01-05,274.47,,0.000161,,
2015-01-06,286.19,,0.000168,,
2015-01-07,294.34,,0.000173,,
2015-01-08,283.35,,0.000168,,
2015-01-09,290.41,,0.000171,,
2015-01-10,274.8,,0.000162,,
2015-01-11,265.66,,0.00016,,
2015-01-12,267.8,,0.000156,,
2015-01-13,225.86,,0.000136,,
2015-01-14,178.1,,0.00011499999999999999,,
2015-01-15,209.84,,0.00014,,
2015-01-16,208.1,,0.00014199999999999998,,
2015-01-17,199.26,,0.000135,,
2015-01-18,210.34,,0.00014,,
2015-01-19,214.86,,0.00014,,
2015-01-20,211.32,,0.00014099999999999998,,
2015-01-21,226.9,,0.000153,,
2015-01-22,233.41,,0.000155,,
2015-01-23,232.88,,0.000156,,
2015-01-24,247.85,,0.000166,,
2015-01-25,253.72,,0.000166,,
2015-01-26,273.47,,0.00016299999999999998,,
2015-01-27,263.48,,0.00015800000000000002,,
2015-01-28,233.91,,0.000144,,
2015-01-29,233.51,,0.000147,,
2015-01-30,226.43,,0.00014199999999999998,,
2015-01-31,217.46,,0.000139,,
2015-02-01,226.97,,0.000144,,
2015-02-02,238.23,,0.000151,,
2015-02-03,227.27,,0.000147,,
2015-02-04,226.85,,0.000147,,
2015-02-05,217.11,,0.00014199999999999998,,
2015-02-06,222.27,,0.000144,,
2015-02-07,227.75,,0.000145,,
2015-02-08,223.41,,0.00014099999999999998,,
2015-02-09,220.11,,0.00014,,
2015-02-10,219.84,,0.00014099999999999998,,
2015-02-11,219.18,,0.000138,,
2015-02-12,221.76,,0.00014199999999999998,,
2015-02-13,235.43,,0.000143,,
2015-02-14,257.32,,0.000151,,
2015-02-15,234.82,,0.00014099999999999998,,
2015-02-16,233.84,,0.000144,,
2015-02-17,243.61,,0.000146,,
2015-02-18,236.33,,0.000143,,
2015-02-19,240.28,,0.000146,,
2015-02-20,243.78,,0.000144,,
2015-02-21,244.53,,0.000145,,
2015-02-22,235.98,,0.00014099999999999998,,
2015-02-23,238.89,,0.00014199999999999998,,
2015-02-24,238.74,,0.00014,,
2015-02-25,237.47,,0.00014199999999999998,,
2015-02-26,236.43,,0.000143,,
2015-02-27,253.83,,0.000146,,
2015-02-28,254.26,,0.000145,,
2015-03-01,260.2,,0.000146,,
2015-03-02,275.67,,0.000149,,
2015-03-03,281.7,,0.000144,,
2015-03-04,273.09,,0.000143,,
2015-03-05,276.18,,0.00014099999999999998,,
2015-03-06,272.72,,0.00014199999999999998,,
2015-03-07,276.26,,0.00014099999999999998,,
2015-03-08,274.35,,0.00014,,
2015-03-09,289.61,,0.000144,,
2015-03-10,291.76,,0.000139,,
2015-03-11,296.38,,0.000145,,
2015-03-12,294.35,,0.000143,,
2015-03-13,285.34,,0.00014099999999999998,,
2015-03-14,281.89,,0.000144,,
2015-03-15,286.39,,0.000143,,
2015-03-16,290.59,,0.000145,,
2015-03-17,285.51,,0.000144,,
2015-03-18,256.3,,0.000133,,
2015-03-19,260.93,,0.000133,,
2015-03-20,261.75,,0.000133,,
2015-03-21,260.02,,0.000131,,
2015-03-22,267.96,,0.000132,,
2015-03-23,266.74,,0.00013700000000000002,,
2015-03-24,245.6,,0.000129,,
2015-03-25,246.2,,0.000131,,
2015-03-26,248.53,,0.000132,,
2015-03-27,247.03,,0.000129,,
2015-03-28,252.8,,0.000131,,
2015-03-29,242.71,,0.000127,,
2015-03-30,247.53,,0.000128,,
2015-03-31,244.22,,0.000126,,
2015-04-01,247.27,,0.000128,,
2015-04-02,253.01,,0.000129,,
2015-04-03,254.32,,0.000129,,
2015-04-04,253.7,,0.000128,,
2015-04-05,260.6,,0.000127,,
2015-04-06,255.49,,0.000124,,
2015-04-07,253.18,,0.000122,,
2015-04-08,245.02,,0.000117,,
2015-04-09,243.68,,0.000117,,
2015-04-10,236.07,,0.000113,,
2015-04-11,236.55,,0.00011399999999999999,,
2015-04-12,236.15,,0.00011399999999999999,,
2015-04-13,224.59,,0.000106,,
2015-04-14,219.16,,0.000103,,
2015-04-15,223.83,,0.000105,,
2015-04-16,228.57,,0.00010800000000000001,,
2015-04-17,222.88,,0.00010700000000000001,,
2015-04-18,223.36,,0.00010700000000000001,,
2015-04-19,222.6,,0.000106,,
2015-04-20,224.63,,0.000106,,
2015-04-21,235.27,,0.00011100000000000001,,
2015-04-22,234.18,,0.00011100000000000001,,
2015-04-23,236.46,,0.00011,,
2015-04-24,231.27,,0.000105,,
2015-04-25,226.39,,0.000103,,
2015-04-26,219.43,,0.0001,,
2015-04-27,229.29,,0.00010400000000000001,,
2015-04-28,225.85,,9.9e-05,,
2015-04-29,225.81,,9.8e-05,,
2015-04-30,236.15,,0.000103,,
2015-05-01,232.08,,9.8e-05,,
2015-05-02,234.93,,9.7e-05,,
2015-05-03,240.36,,9e-05,,
2015-05-04,239.02,,8.9e-05,,
2015-05-05,236.12,,8.9e-05,,
2015-05-06,229.78,,8.7e-05,,
2015-05-07,237.33,,8.9e-05,,
2015-05-08,243.86,,9.2e-05,,
2015-05-09,241.83,,9.2e-05,,
2015-05-10,240.3,,9e-05,,
